 SpectraID,                     Time,     [C2H2]_ppm,  [C2H2]_ppm_sd,    [C2H4]0_ppm, [C2H4]0_ppm_sd,    [C2H4]_perc, [C2H4]_perc_sd,      [NH3]_ppm,   [NH3]_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,       RD0_r_us,    RD0_r_us_sd,         RD1_us,      RD1_us_sd,       RD1_r_us,    RD1_r_us_sd,        CavHT_C,     CavHT_C_sd,        FilHT_C,     FilHT_C_sd,     GasExpHT_C,  GasExpHT_C_sd,        OrfHT_C,     OrfHT_C_sd,        TubHT_C,     TubHT_C_sd,      InletHT_C,   InletHT_C_sd,    Temp_Status, Temp_Status_sd,Analyzer_Status,Analyzer_Status_sd,            Gnd,         Gnd_sd,         LTC0_b,      LTC0_b_sd,         LTC0_v,      LTC0_v_sd,             HZ,          HZ_sd,           BL0T,        BL0T_sd,           BL1T,        BL1T_sd,           BL2F,        BL2F_sd,           BL3F,        BL3F_sd,   bC2H4_0_AMPT,bC2H4_0_AMPT_sd,   bC2H4_0_SHFT,bC2H4_0_SHFT_sd,   bC2H4_0_STRT,bC2H4_0_STRT_sd,    bNH3_0_AMPT, bNH3_0_AMPT_sd,    bNH3_0_SHFF, bNH3_0_SHFF_sd,    bNH3_0_STRF, bNH3_0_STRF_sd,   bC2H2_0_AMPT,bC2H2_0_AMPT_sd,   bC2H2_0_SHFF,bC2H2_0_SHFF_sd,   bC2H2_0_STRF,bC2H2_0_STRF_sd,bC2H2_10_0_AMPT,bC2H2_10_0_AMPT_sd,bC2H2_10_0_SHFF,bC2H2_10_0_SHFF_sd,bC2H2_10_0_STRF,bC2H2_10_0_STRF_sd,       Fit_Flag,   N_Fits_Avg'd,      MIU_VALVE,       MIU_DESC
       389,  2016/12/08 10:37:05.344,    1.00333e+01,    0.00000e+00,    1.00238e+06,    0.00000e+00,    1.00238e+02,    0.00000e+00,    9.72880e-03,    0.00000e+00,    6.05070e+01,    0.00000e+00,    4.99022e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22580e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.33333e+01,    0.00000e+00,    2.09170e+00,    0.00000e+00,   -8.37385e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00338e+00,    0.00000e+00,   -1.41024e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.92079e-03,    0.00000e+00,   -1.41024e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    2.79291e-01,    0.00000e+00,   -1.41824e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.03322e+00,    0.00000e+00,   -1.41024e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       390,  2016/12/08 10:37:06.345,    1.00313e+01,    0.00000e+00,    1.00217e+06,    0.00000e+00,    1.00217e+02,    0.00000e+00,    6.53265e-03,    0.00000e+00,    6.05077e+01,    0.00000e+00,    4.99010e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22464e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.35135e+01,    0.00000e+00,    2.09122e+00,    0.00000e+00,   -8.37096e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00317e+00,    0.00000e+00,   -1.40993e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,    1.28976e-03,    0.00000e+00,   -1.40993e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,    2.56520e-01,    0.00000e+00,   -1.41793e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,    1.03896e+00,    0.00000e+00,   -1.40993e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       391,  2016/12/08 10:37:07.347,    1.00385e+01,    0.00000e+00,    1.00285e+06,    0.00000e+00,    1.00285e+02,    0.00000e+00,    6.38699e-03,    0.00000e+00,    6.05080e+01,    0.00000e+00,    4.99025e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22571e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.38889e+01,    0.00000e+00,    2.09208e+00,    0.00000e+00,   -8.36429e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00385e+00,    0.00000e+00,   -1.41084e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.26100e-03,    0.00000e+00,   -1.41084e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    3.00051e-01,    0.00000e+00,   -1.41884e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.02838e+00,    0.00000e+00,   -1.41084e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       392,  2016/12/08 10:37:08.347,    1.00313e+01,    0.00000e+00,    1.00221e+06,    0.00000e+00,    1.00221e+02,    0.00000e+00,    1.22659e-02,    0.00000e+00,    6.05077e+01,    0.00000e+00,    4.99015e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22620e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.44928e+01,    0.00000e+00,    2.09129e+00,    0.00000e+00,   -8.37333e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00321e+00,    0.00000e+00,   -1.40954e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    2.42169e-03,    0.00000e+00,   -1.40954e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    2.98283e-01,    0.00000e+00,   -1.41754e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    1.02805e+00,    0.00000e+00,   -1.40954e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       393,  2016/12/08 10:37:09.348,    1.00334e+01,    0.00000e+00,    1.00226e+06,    0.00000e+00,    1.00226e+02,    0.00000e+00,    4.91850e-03,    0.00000e+00,    6.05067e+01,    0.00000e+00,    4.99025e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22684e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.19048e+01,    0.00000e+00,    2.09124e+00,    0.00000e+00,   -8.37052e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00326e+00,    0.00000e+00,   -1.40915e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    9.71077e-04,    0.00000e+00,   -1.40915e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    3.04284e-01,    0.00000e+00,   -1.41715e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    1.02671e+00,    0.00000e+00,   -1.40915e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       394,  2016/12/08 10:37:10.350,    1.00329e+01,    0.00000e+00,    1.00245e+06,    0.00000e+00,    1.00245e+02,    0.00000e+00,    1.08191e-02,    0.00000e+00,    6.05070e+01,    0.00000e+00,    4.99012e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22601e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.40845e+01,    0.00000e+00,    2.09185e+00,    0.00000e+00,   -8.36707e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00345e+00,    0.00000e+00,   -1.40992e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    2.13604e-03,    0.00000e+00,   -1.40992e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    3.24856e-01,    0.00000e+00,   -1.41792e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,    1.02128e+00,    0.00000e+00,   -1.40992e+00,    0.00000e+00,    1.00010e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       395,  2016/12/08 10:37:11.351,    1.00363e+01,    0.00000e+00,    1.00247e+06,    0.00000e+00,    1.00247e+02,    0.00000e+00,   -2.27011e-04,    0.00000e+00,    6.05080e+01,    0.00000e+00,    4.99022e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22644e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.12360e+01,    0.00000e+00,    2.09143e+00,    0.00000e+00,   -8.36232e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00348e+00,    0.00000e+00,   -1.41008e+00,    0.00000e+00,    1.00022e+00,    0.00000e+00,   -4.48196e-05,    0.00000e+00,   -1.41008e+00,    0.00000e+00,    1.00022e+00,    0.00000e+00,    2.99395e-01,    0.00000e+00,   -1.41808e+00,    0.00000e+00,    1.00022e+00,    0.00000e+00,    1.02831e+00,    0.00000e+00,   -1.41008e+00,    0.00000e+00,    1.00022e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       396,  2016/12/08 10:37:12.352,    1.00355e+01,    0.00000e+00,    1.00261e+06,    0.00000e+00,    1.00261e+02,    0.00000e+00,    7.82555e-03,    0.00000e+00,    6.05086e+01,    0.00000e+00,    4.99005e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22635e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.29870e+01,    0.00000e+00,    2.09196e+00,    0.00000e+00,   -8.36505e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00361e+00,    0.00000e+00,   -1.41075e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.54502e-03,    0.00000e+00,   -1.41075e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    3.03294e-01,    0.00000e+00,   -1.41875e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.02720e+00,    0.00000e+00,   -1.41075e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       397,  2016/12/08 10:37:13.353,    1.00336e+01,    0.00000e+00,    1.00240e+06,    0.00000e+00,    1.00240e+02,    0.00000e+00,    7.11686e-03,    0.00000e+00,    6.05092e+01,    0.00000e+00,    4.99017e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22641e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.35135e+01,    0.00000e+00,    2.09153e+00,    0.00000e+00,   -8.36539e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00340e+00,    0.00000e+00,   -1.40961e+00,    0.00000e+00,    1.00009e+00,    0.00000e+00,    1.40511e-03,    0.00000e+00,   -1.40961e+00,    0.00000e+00,    1.00009e+00,    0.00000e+00,    3.42308e-01,    0.00000e+00,   -1.41761e+00,    0.00000e+00,    1.00009e+00,    0.00000e+00,    1.01679e+00,    0.00000e+00,   -1.40961e+00,    0.00000e+00,    1.00009e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       398,  2016/12/08 10:37:14.356,    1.00406e+01,    0.00000e+00,    1.00302e+06,    0.00000e+00,    1.00302e+02,    0.00000e+00,    4.03462e-03,    0.00000e+00,    6.05080e+01,    0.00000e+00,    4.99012e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22516e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.36986e+01,    0.00000e+00,    2.09209e+00,    0.00000e+00,   -8.35996e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00402e+00,    0.00000e+00,   -1.40953e+00,    0.00000e+00,    1.00014e+00,    0.00000e+00,    7.96569e-04,    0.00000e+00,   -1.40953e+00,    0.00000e+00,    1.00014e+00,    0.00000e+00,    3.26318e-01,    0.00000e+00,   -1.41753e+00,    0.00000e+00,    1.00014e+00,    0.00000e+00,    1.02174e+00,    0.00000e+00,   -1.40953e+00,    0.00000e+00,    1.00014e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       399,  2016/12/08 10:37:15.356,    1.00341e+01,    0.00000e+00,    1.00248e+06,    0.00000e+00,    1.00248e+02,    0.00000e+00,    8.69978e-03,    0.00000e+00,    6.05074e+01,    0.00000e+00,    4.99027e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22568e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.35135e+01,    0.00000e+00,    2.09185e+00,    0.00000e+00,   -8.36424e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00349e+00,    0.00000e+00,   -1.41001e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,    1.71763e-03,    0.00000e+00,   -1.41001e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,    3.00537e-01,    0.00000e+00,   -1.41801e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,    1.02777e+00,    0.00000e+00,   -1.41001e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       400,  2016/12/08 10:37:16.357,    1.00334e+01,    0.00000e+00,    1.00217e+06,    0.00000e+00,    1.00217e+02,    0.00000e+00,    2.48712e-03,    0.00000e+00,    6.05070e+01,    0.00000e+00,    4.99015e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22458e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.14943e+01,    0.00000e+00,    2.09122e+00,    0.00000e+00,   -8.36254e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00317e+00,    0.00000e+00,   -1.41031e+00,    0.00000e+00,    1.00020e+00,    0.00000e+00,    4.91040e-04,    0.00000e+00,   -1.41031e+00,    0.00000e+00,    1.00020e+00,    0.00000e+00,    3.40462e-01,    0.00000e+00,   -1.41831e+00,    0.00000e+00,    1.00020e+00,    0.00000e+00,    1.01726e+00,    0.00000e+00,   -1.41031e+00,    0.00000e+00,    1.00020e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       401,  2016/12/08 10:37:17.358,    1.00381e+01,    0.00000e+00,    1.00278e+06,    0.00000e+00,    1.00278e+02,    0.00000e+00,    5.12322e-03,    0.00000e+00,    6.05080e+01,    0.00000e+00,    4.99020e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22574e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.36986e+01,    0.00000e+00,    2.09218e+00,    0.00000e+00,   -8.36122e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00378e+00,    0.00000e+00,   -1.41130e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,    1.01149e-03,    0.00000e+00,   -1.41130e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,    2.94174e-01,    0.00000e+00,   -1.41930e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,    1.02987e+00,    0.00000e+00,   -1.41130e+00,    0.00000e+00,    1.00016e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       402,  2016/12/08 10:37:18.359,    1.00341e+01,    0.00000e+00,    1.00225e+06,    0.00000e+00,    1.00225e+02,    0.00000e+00,    8.36177e-04,    0.00000e+00,    6.05074e+01,    0.00000e+00,    4.99010e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22556e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.42857e+01,    0.00000e+00,    2.09141e+00,    0.00000e+00,   -8.36015e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00325e+00,    0.00000e+00,   -1.40924e+00,    0.00000e+00,    1.00018e+00,    0.00000e+00,    1.65089e-04,    0.00000e+00,   -1.40924e+00,    0.00000e+00,    1.00018e+00,    0.00000e+00,    2.93354e-01,    0.00000e+00,   -1.41724e+00,    0.00000e+00,    1.00018e+00,    0.00000e+00,    1.02964e+00,    0.00000e+00,   -1.40924e+00,    0.00000e+00,    1.00018e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       403,  2016/12/08 10:37:19.360,    1.00309e+01,    0.00000e+00,    1.00216e+06,    0.00000e+00,    1.00216e+02,    0.00000e+00,    9.21574e-03,    0.00000e+00,    6.05083e+01,    0.00000e+00,    4.99020e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22678e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.44928e+01,    0.00000e+00,    2.09115e+00,    0.00000e+00,   -8.37388e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00317e+00,    0.00000e+00,   -1.41060e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.81949e-03,    0.00000e+00,   -1.41060e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    3.02667e-01,    0.00000e+00,   -1.41860e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,    1.02686e+00,    0.00000e+00,   -1.41060e+00,    0.00000e+00,    1.00013e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       404,  2016/12/08 10:37:20.362,    1.00344e+01,    0.00000e+00,    1.00252e+06,    0.00000e+00,    1.00252e+02,    0.00000e+00,    2.50604e-03,    0.00000e+00,    6.05095e+01,    0.00000e+00,    4.98998e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22635e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.42857e+01,    0.00000e+00,    2.09174e+00,    0.00000e+00,   -8.36851e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00353e+00,    0.00000e+00,   -1.41104e+00,    0.00000e+00,    1.00005e+00,    0.00000e+00,    4.94776e-04,    0.00000e+00,   -1.41104e+00,    0.00000e+00,    1.00005e+00,    0.00000e+00,    3.52578e-01,    0.00000e+00,   -1.41904e+00,    0.00000e+00,    1.00005e+00,    0.00000e+00,    1.01420e+00,    0.00000e+00,   -1.41104e+00,    0.00000e+00,    1.00005e+00,    0.00000e+00,              3,              1,             -1,       Disabled
       405,  2016/12/08 10:37:21.364,    1.00356e+01,    0.00000e+00,    1.00253e+06,    0.00000e+00,    1.00253e+02,    0.00000e+00,    1.11371e-02,    0.00000e+00,    6.05080e+01,    0.00000e+00,    4.99022e+01,    0.00000e+00,    2.50000e+01,    0.00000e+00,    8.35000e+00,    0.00000e+00,    8.35000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -2.50000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,   -5.00000e+01,    0.00000e+00,    2.00000e+01,    0.00000e+00,    1.40000e+01,    0.00000e+00,    1.22513e-01,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.84800e+00,    0.00000e+00,    1.05263e+01,    0.00000e+00,    2.09148e+00,    0.00000e+00,   -8.36805e-03,    0.00000e+00,   -4.35000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    1.00353e+00,    0.00000e+00,   -1.41013e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,    2.19883e-03,    0.00000e+00,   -1.41013e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,    2.72632e-01,    0.00000e+00,   -1.41813e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,    1.03522e+00,    0.00000e+00,   -1.41013e+00,    0.00000e+00,    1.00011e+00,    0.00000e+00,              3,              1,             -1,       Disabled
